Amsterdam,Bangkok,Barcelona,Beijing,Berlin,Boston,Brussels,Cairo,Chicago,Copenhagen,Frankfurt,Fukuoka,Geneva,Hong Kong,Istanbul,Kuala Lumpur,London,Los Angeles,Madrid,Mexico City,Milan,Moscow,Mumbai,New York,Osaka,Paris,San Francisco,Sao Paulo,Seoul,Shanghai,Singapore,Stockholm,Sydney,Taipei,Tokyo,Toronto,Vancouver,Vienna,Washington D.C.,Zurich
11,Office Space per Desk,89.0,39.7,44.0,35.2,100.0,68.3,67.0,60.3,21.0,70.3,81.0,61.2,70.8,45.2,30.7,81.5,36.8,38.7,38.5,37.3,48.7,17.8,0.0,40.6,59.4,52.6,57.1,29.2,76.3,26.3,31.9,97.3,71.5,67.3,53.3,63.9,76.5,40.0,24.0,78.8
12,Corporate Tax Rate,70.9,88.0,60.6,70.9,53.1,18.8,40.0,70.9,15.4,76.0,47.1,38.1,73.7,100.0,88.0,70.9,88.0,16.9,60.6,53.7,48.9,88.0,37.9,0.0,38.1,42.3,16.9,40.0,73.6,70.9,98.3,81.1,53.7,98.3,38.0,65.7,67.4,70.9,14.4,84.0
13,Level of Political Economic and Business Risk,79.0,59.9,68.3,47.3,86.5,90.0,72.8,0.0,90.0,93.5,86.5,78.6,83.4,94.8,41.7,69.5,88.4,86.4,68.3,57.0,60.8,26.9,14.5,92.4,78.5,77.2,90.0,24.2,88.4,47.8,100.0,87.8,87.9,77.1,78.7,85.4,85.4,82.8,90.0,83.4
14,Number of Researchers,3.5,2.3,5.2,23.2,16.1,25.6,7.5,3.9,46.4,4.9,5.3,10.5,0.0,23.6,14.0,2.7,46.3,62.5,12.1,5.6,3.9,49.0,1.4,96.6,28.9,35.5,22.3,17.3,70.4,23.4,39.8,6.8,19.6,18.8,100.0,14.6,2.3,9.8,32.4,1.4
15,World's Top 200 Universities,23.4,0.0,4.5,37.7,29.8,75.2,0.0,0.0,23.5,5.1,0.0,0.0,11.6,48.1,14.5,0.0,98.8,63.7,0.0,0.0,0.0,0.6,0.0,100.0,23.0,57.3,48.3,0.0,25.2,1.0,39.1,41.5,28.8,5.7,29.5,22.4,20.9,2.4,3.6,35.4
16,Academic Performance in Mathematics and Science,62.7,18.9,46.3,-,61.0,45.8,56.4,-,45.8,50.9,61.0,72.3,63.0,80.6,29.0,11.3,53.4,45.8,46.3,8.1,46.1,43.3,-,45.8,72.3,49.9,45.8,0.0,74.6,100.0,82.6,42.1,57.7,72.3,72.3,62.2,62.2,54.4,45.8,63.0
17,Readiness for Accepting Foreign Researchers,15.8,9.1,11.3,18.7,25.0,40.2,14.4,0.0,21.7,13.7,15.7,7.1,15.3,28.5,11.1,0.5,50.0,24.2,7.1,2.5,11.6,5.3,9.6,39.8,8.6,33.4,23.1,9.7,22.7,18.4,27.6,21.9,25.9,7.6,21.8,18.4,13.0,23.7,19.4,24.4
18,Research and Development Expenditure,3.7,0.0,2.3,8.4,15.2,27.0,6.2,0.1,48.3,4.3,5.5,10.5,1.6,6.1,4.0,0.4,24.5,65.3,5.2,1.9,3.2,7.6,0.3,100.0,28.7,27.2,24.1,11.8,34.2,8.5,21.2,8.5,19.3,6.4,92.9,9.2,1.7,10.0,34.0,4.1
19,Number of Registered Industrial Property Rights (Patents),0.5,0.4,0.3,7.1,2.6,14.1,0.3,0.0,24.9,0.1,0.9,11.5,0.0,21.4,0.5,0.8,4.6,34.7,0.7,4.8,1.2,10.9,0.2,51.7,31.0,3.4,12.9,1.1,76.1,7.1,25.3,0.7,10.3,23.6,100.0,6.3,1.5,1.1,17.5,0.1
20,Number of Winners of Highly-Reputed Prizes (Science and Technology-related Fields),0.0,0.0,0.0,0.0,7.1,64.3,7.1,0.0,50.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,35.7,64.3,0.0,0.0,0.0,7.1,0.0,92.9,35.7,78.6,100.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0
21,Interaction Opportunities between Researchers,22.3,67.5,33.5,26.2,36.9,24.3,14.6,8.7,17.5,1.0,2.9,1.9,1.0,29.1,69.9,94.2,100.0,11.2,3.9,3.9,2.4,7.8,6.3,38.3,11.2,40.8,17.0,0.0,17.0,18.0,73.3,0.0,18.0,18.4,22.3,34.0,4.4,21.8,10.7,13.1
22,Number of International Conferences Held,10.3,4.4,18.5,5.5,7.7,3.0,38.8,0.4,3.8,8.4,1.1,0.0,10.7,11.2,8.8,7.6,12.6,1.0,16.3,1.2,2.2,2.0,0.7,4.2,1.8,16.1,2.1,1.5,23.6,4.6,100.0,3.8,11.5,3.0,20.2,2.2,2.4,30.4,3.7,1.0
23,Number of Large World-Class Cultural Events Held,18.2,0.0,18.2,9.1,54.5,18.2,36.4,0.0,27.3,0.0,27.3,0.0,18.2,0.0,0.0,0.0,81.8,36.4,9.1,27.3,36.4,36.4,0.0,90.9,18.2,100.0,9.1,18.2,18.2,9.1,0.0,18.2,9.1,0.0,54.5,0.0,18.2,9.1,9.1,9.1
24,Trade Value of Audiovisual and Related Services,3.0,-,3.2,0.4,2.1,6.8,8.5,0.4,26.7,2.8,1.4,0.1,0.0,9.0,13.9,0.8,80.7,52.0,6.6,1.0,0.2,3.9,1.2,100.0,0.3,16.6,13.8,0.1,6.2,0.4,18.4,1.6,2.9,-,1.0,11.9,2.7,1.7,10.4,0.0
25,Environment of Creative Activities,14.4,4.4,11.0,36.4,18.6,11.2,6.1,7.4,11.6,8.9,10.5,1.7,2.2,1.0,6.9,0.0,29.8,18.7,3.8,6.3,10.9,7.1,6.9,50.0,1.4,21.6,16.1,7.8,4.3,13.9,5.6,7.9,9.1,0.0,12.7,9.7,9.2,15.6,9.8,11.2
26,Number of World Heritage Sites (within 100km Area),72.7,9.1,45.5,54.5,45.5,0.0,100.0,18.2,0.0,27.3,45.5,4.5,18.2,9.1,9.1,0.0,54.5,0.0,54.5,72.7,54.5,36.4,18.2,9.1,45.5,45.5,0.0,0.0,54.5,18.2,9.1,27.3,27.3,0.0,22.7,0.0,0.0,54.5,0.0,54.5
27,Opportunities for Cultural Historical and Traditional Interaction,32.0,23.3,38.2,29.7,32.7,28.9,19.9,23.2,23.1,22.8,19.1,11.4,10.5,0.0,34.7,5.7,45.9,22.0,28.0,27.3,30.1,24.8,14.1,36.8,12.2,50.0,24.5,18.9,14.7,20.3,7.4,21.8,14.2,9.6,28.2,17.6,14.6,40.0,27.3,18.9
28,Number of Theaters and Concert Halls,47.9,12.3,37.0,41.1,35.6,35.6,42.5,4.1,74.0,35.6,4.1,24.7,2.7,20.5,27.4,6.8,57.5,93.2,45.2,28.8,21.9,60.3,20.5,100.0,31.5,65.8,53.4,16.4,21.9,24.7,35.6,37.0,35.6,0.0,39.7,72.6,46.6,54.8,58.9,1.4
29,Number of Museums,56.7,29.1,40.2,34.6,63.8,32.3,33.9,8.7,45.7,22.0,2.4,6.3,0.0,21.3,36.2,5.5,100.0,54.3,25.2,68.5,23.6,56.7,7.1,74.8,18.9,99.2,62.2,34.6,36.2,39.4,33.9,29.1,33.1,7.9,80.3,29.1,22.0,89.8,83.5,0.0
30,Number of Stadiums,5.6,30.6,22.2,44.4,47.2,8.3,8.3,22.2,16.7,13.9,11.1,2.8,0.0,11.1,44.4,13.9,86.1,19.4,30.6,25.0,11.1,36.1,8.3,27.8,13.9,22.2,2.8,38.9,38.9,27.8,11.1,22.2,100.0,5.6,33.3,16.7,8.3,13.9,8.3,0.0
31,Number of Luxury Hotel Guest Rooms  ,14.0,81.9,20.8,100.0,30.8,15.3,7.6,44.8,28.3,4.1,19.1,0.0,7.7,52.1,89.9,47.5,77.0,8.9,14.6,20.8,8.4,23.3,39.1,52.6,5.8,30.9,20.1,3.7,32.0,83.7,80.7,3.0,36.6,13.1,28.4,18.6,14.1,17.8,21.6,4.7
32,Number of Hotels  ,19.5,64.7,35.4,38.4,36.2,1.7,9.9,0.0,6.9,0.8,9.7,8.6,0.0,23.7,57.1,18.5,57.7,8.0,26.1,12.5,23.2,10.0,15.0,38.0,16.0,100.0,9.7,11.2,42.8,37.5,16.3,6.6,13.4,23.7,28.6,6.3,2.6,16.0,6.6,2.1
33,Attractiveness of Shopping Options,25.6,20.1,29.8,17.1,27.8,21.4,14.4,17.7,20.8,18.8,21.3,9.7,17.8,24.1,27.1,20.4,42.3,29.2,26.0,25.7,39.7,0.0,16.2,50.0,17.9,42.0,24.9,19.7,13.5,22.6,28.2,20.5,19.0,6.9,36.7,17.2,12.3,25.1,19.2,26.5
34,Attractiveness of Dining Options,26.5,26.9,33.5,14.8,28.1,23.6,16.9,13.0,23.9,13.3,24.0,10.9,8.0,22.4,19.9,18.2,35.7,29.0,27.2,29.2,19.8,0.0,17.4,50.0,26.0,34.7,30.0,20.6,10.4,26.3,33.5,15.5,20.1,14.5,37.2,21.4,19.0,25.6,27.6,26.7
35,Number of Foreign Residents,3.6,3.1,11.7,-,20.6,3.2,17.1,-,14.4,2.7,8.1,0.0,3.3,26.4,1.0,5.8,92.5,39.6,18.6,2.1,10.8,-,-,67.0,4.3,14.6,4.1,4.4,10.3,7.1,100.0,3.2,19.0,1.7,15.4,15.9,2.6,19.1,1.3,4.8
36,Number of Visitors from Abroad,22.2,63.6,41.2,20.3,22.8,5.8,25.6,3.1,5.2,24.2,8.9,2.3,2.2,59.7,88.6,47.7,100.0,23.5,23.8,12.8,13.8,16.1,0.0,54.9,18.0,65.6,16.0,6.9,55.5,32.7,86.4,18.7,15.2,0.8,49.8,18.7,15.9,26.0,8.9,4.6
37,Number of International Students,6.1,1.7,1.3,31.7,11.3,18.9,11.1,3.1,8.5,5.5,4.0,6.2,2.3,19.6,7.1,2.5,99.0,15.4,2.8,0.5,10.1,9.5,0.0,32.1,5.7,35.1,8.4,1.0,16.4,13.8,14.4,4.5,100.0,2.7,37.3,24.0,11.7,23.7,7.2,4.9
38,Total Unemployment Rate,55.8,97.9,10.1,95.6,79.0,77.3,0.0,62.7,66.3,73.4,68.3,80.5,76.7,86.5,50.3,88.3,69.8,61.8,25.7,71.5,63.1,100.0,87.4,68.6,80.5,64.0,81.4,52.2,81.0,82.3,92.4,69.1,76.9,83.3,84.2,70.0,74.6,44.4,65.9,86.5
39,Total Working Hours,75.9,7.7,75.2,48.5,77.5,41.3,78.9,5.4,63.8,85.8,78.8,34.2,59.0,9.7,28.8,47.6,72.0,52.9,78.5,0.0,76.1,70.4,15.2,38.3,40.7,100.0,52.9,69.2,8.2,49.9,39.4,71.0,64.7,31.7,44.4,64.6,72.1,72.1,19.6,59.7
40,Level of Satisfaction of Employees with Their Lives,40.9,16.2,36.4,6.5,35.7,43.4,23.2,1.1,31.7,41.7,34.7,37.3,27.5,11.4,0.6,2.7,39.7,34.2,24.4,3.2,19.3,0.0,14.1,50.0,22.8,36.7,49.8,2.2,11.1,25.3,41.7,39.9,45.3,7.8,33.8,31.0,38.0,38.2,32.8,37.9
41,Average House Rent ,75.3,90.0,86.4,96.1,84.4,43.0,69.4,100.0,61.0,71.7,73.9,83.8,56.1,15.5,77.6,97.1,37.3,68.5,87.1,88.9,70.1,48.1,93.0,13.7,74.2,59.5,38.2,75.3,51.3,90.3,0.0,69.6,61.7,72.6,54.7,65.3,71.0,78.9,50.8,54.5
42,Price Level,46.1,73.4,49.0,67.1,52.0,19.6,47.6,89.6,43.6,16.0,34.3,16.8,9.0,51.0,53.0,77.5,33.1,47.6,55.4,78.5,42.8,59.8,100.0,17.2,12.8,37.4,43.7,65.3,57.6,72.3,24.5,27.3,37.8,62.7,6.0,49.5,52.9,40.7,0.0,4.5
43,Number of Murders per Population,86.5,83.5,81.0,95.1,92.0,62.0,83.5,80.4,4.5,87.4,60.1,94.3,100.0,97.7,70.2,72.1,91.9,59.4,94.6,45.2,94.0,76.1,90.8,75.0,84.1,88.6,63.9,37.1,87.9,95.8,98.1,79.1,92.9,87.2,93.4,86.3,91.2,91.3,0.0,96.4
44,Disaster Vulnerability  ,85.4,41.5,-,24.4,78.0,-,-,9.8,85.4,-,78.0,-,-,61.0,46.3,-,48.8,22.0,58.5,4.9,58.5,9.8,12.2,87.8,100.0,61.0,19.5,26.8,46.3,51.2,48.8,-,0.0,-,48.8,-,-,-,90.2,-
45,Life Expectancy at Age 60,75.3,43.0,86.0,21.5,75.3,64.5,75.3,10.8,64.5,64.5,75.3,96.8,86.0,100.0,43.0,21.5,75.3,64.5,86.0,43.0,86.0,0.0,0.0,64.5,96.8,86.0,64.5,53.8,75.3,21.5,86.0,75.3,86.0,73.5,96.8,86.0,86.0,75.3,64.5,86.0
46,Openness and Fairness of Society,96.1,26.2,74.8,0.0,90.6,79.1,88.0,15.2,79.1,100.0,90.6,78.8,94.3,65.7,35.4,36.9,85.3,79.1,74.8,34.3,60.8,13.3,44.5,79.1,78.8,78.5,79.1,51.9,64.1,0.0,55.6,96.9,88.0,70.1,78.8,92.1,92.1,86.9,79.1,94.3
47,Number of Medical Doctors per Population,47.6,0.0,52.0,34.2,53.6,57.2,61.3,29.8,35.7,66.1,100.0,49.2,78.7,34.8,19.5,14.4,46.9,32.9,52.5,45.5,89.4,65.4,5.0,33.8,41.3,99.8,58.0,46.1,32.5,29.5,22.3,79.1,39.4,48.8,45.3,36.7,37.1,75.9,79.4,87.5
48,Population Density,21.7,23.5,77.2,4.3,16.7,23.3,32.7,12.5,20.2,30.4,11.8,19.4,57.9,30.2,45.1,32.1,24.4,13.6,23.7,26.5,33.7,21.0,97.3,50.0,55.8,100.0,31.8,33.4,80.2,16.4,34.6,21.5,0.0,45.8,68.5,18.0,24.8,18.5,18.1,20.2
49,Number of International Schools,10.2,96.6,30.5,59.3,25.4,8.5,18.6,62.7,64.4,8.5,13.6,0.0,22.0,100.0,54.2,22.0,50.8,23.7,50.8,62.7,18.6,40.7,47.5,40.7,10.2,23.7,23.7,35.6,37.3,47.5,59.3,13.6,22.0,18.6,45.8,47.5,30.5,18.6,35.6,20.3
50,Variety of Retail Shops,10.2,11.6,16.8,30.9,20.9,5.6,1.8,5.0,7.9,4.9,6.6,1.5,3.3,25.0,23.2,10.2,47.8,17.2,20.5,12.8,20.1,1.7,0.5,46.8,13.4,34.5,10.3,6.3,26.5,37.9,22.6,8.0,5.0,1.2,50.0,9.3,0.0,13.4,4.6,10.0
51,Variety of Restaurants,12.4,15.6,19.4,9.3,15.6,10.7,6.5,4.4,14.0,3.5,10.4,4.6,0.0,11.5,13.4,7.2,27.1,17.3,15.7,14.0,9.9,0.2,11.6,32.5,20.3,23.9,15.8,26.7,8.5,18.5,19.8,5.3,9.4,8.4,50.0,11.7,7.9,12.1,13.2,11.9
52,Number of Companies with ISO 14001 Certification  ,4.6,12.3,18.2,50.6,10.5,0.0,5.4,2.1,1.2,2.9,3.4,10.9,3.2,22.0,9.8,4.2,90.5,1.8,37.3,3.6,29.7,3.3,1.3,4.9,29.2,18.7,0.2,12.4,31.0,50.4,60.8,15.8,19.8,9.3,100.0,4.2,0.4,7.5,0.2,7.1
53,Percentage of Renewable Energy Used,8.6,43.8,26.7,23.8,23.8,13.3,10.5,7.1,13.3,56.4,23.8,8.3,47.1,0.2,22.6,10.7,9.0,13.3,26.7,19.0,29.8,4.0,61.4,13.3,8.3,17.1,13.3,100.0,0.0,23.8,1.2,83.1,9.3,2.4,8.3,41.0,41.0,68.6,13.3,47.1
54,Percentage of Waste Recycled,46.9,33.1,31.8,1.6,85.9,45.7,64.0,4.6,45.7,57.1,85.9,32.9,62.6,65.1,0.0,10.1,49.4,45.7,31.8,7.6,35.2,11.0,0.0,45.7,32.9,35.9,45.7,2.6,98.3,1.6,100.0,62.7,65.4,82.4,32.9,41.1,41.1,48.8,45.7,62.6
55,CO2 Emissions,96.8,75.0,96.1,16.8,92.0,94.2,94.6,95.3,90.3,99.2,96.1,95.6,100.0,86.6,75.7,92.6,87.1,77.6,93.2,79.2,96.2,6.2,84.2,85.6,86.4,91.2,90.8,86.8,85.5,0.0,87.7,99.3,95.4,91.6,86.4,88.6,98.2,95.5,89.3,99.8
56,Density of Suspended Particulate Matter (SPM),93.0,70.6,91.7,23.4,90.2,97.1,91.6,0.0,88.0,92.5,92.5,93.1,93.1,77.7,71.5,76.0,92.9,88.6,95.2,73.6,84.9,89.3,22.0,96.5,92.9,83.9,97.1,86.7,77.5,51.9,87.2,95.6,96.7,72.6,93.7,99.1,99.1,90.8,100.0,95.5
57,Density of Sulfur Dioxide (SO2) Density of Nitrogen Dioxide (NO2),90.7,72.1,58.6,5.8,79.0,90.6,33.6,12.2,84.4,86.1,81.4,73.7,83.9,42.5,59.5,90.7,72.2,83.5,78.8,0.0,62.5,78.0,49.1,83.2,45.8,71.5,96.7,77.7,26.5,13.1,60.5,95.3,100.0,77.5,67.2,96.0,83.8,88.3,97.8,95.0
58,Water Quality,94.3,0.0,8.6,-,72.9,60.3,26.8,50.5,33.6,89.2,95.0,92.0,95.2,34.1,-,1.3,80.9,65.1,46.6,-,69.5,-,30.3,46.3,55.0,95.9,-,19.1,80.7,26.2,63.5,-,29.4,28.3,49.2,-,100.0,83.9,87.5,-
59,Level of Green Coverage,87.5,62.5,12.5,25.0,87.5,50.0,62.5,0.0,0.0,62.5,100.0,25.0,100.0,75.0,12.5,87.5,50.0,37.5,62.5,0.0,62.5,50.0,12.5,37.5,12.5,50.0,37.5,12.5,37.5,12.5,75.0,100.0,25.0,25.0,37.5,75.0,87.5,75.0,75.0,100.0
60,Comfort Level of Temperature,37.4,45.9,71.1,33.0,33.9,34.4,40.8,77.4,25.5,29.0,38.5,61.2,39.3,78.3,59.7,58.7,50.5,90.6,58.8,90.7,46.5,0.0,55.4,43.8,57.6,44.2,74.0,100.0,37.6,56.2,56.7,8.8,89.7,79.0,61.2,14.8,38.9,36.5,48.5,30.4
61,Number of Cities with Direct International Flights,65.0,34.7,26.1,24.8,28.0,7.0,49.4,22.0,14.0,28.3,72.6,0.0,20.7,36.9,65.0,24.8,100.0,13.4,32.2,9.6,36.9,46.2,8.6,32.5,9.6,75.5,5.7,11.1,38.9,22.0,33.4,27.1,8.3,28.0,23.2,33.8,8.3,33.8,9.9,31.8
62,International Freight Flows,56.5,25.8,4.9,8.3,0.0,0.3,24.9,14.8,13.9,9.4,51.7,1.6,0.9,100.0,47.8,33.3,23.8,35.3,5.5,18.5,35.1,17.6,15.8,25.5,15.0,28.6,2.8,20.9,58.3,95.2,86.9,5.6,7.6,37.1,28.1,5.5,12.4,19.4,0.0,6.5
63,Number of Arriving/Departing Passengers on International Flights,38.9,30.0,17.2,10.2,13.1,1.4,12.4,7.4,5.5,14.9,37.9,0.0,8.7,44.2,34.3,23.2,100.0,11.5,19.3,5.9,17.7,36.3,5.3,28.6,6.8,53.9,5.2,8.2,32.7,18.4,39.0,11.1,8.0,21.3,27.8,14.6,4.2,14.3,2.8,16.6
64,Number of Runways,62.5,12.5,25.0,25.0,25.0,37.5,25.0,25.0,87.5,25.0,37.5,0.0,0.0,12.5,37.5,25.0,62.5,37.5,37.5,12.5,37.5,62.5,12.5,100.0,12.5,75.0,37.5,12.5,50.0,62.5,37.5,25.0,25.0,25.0,62.5,50.0,25.0,12.5,37.5,25.0
65,Density of Railway Stations,11.8,2.2,60.3,6.2,15.4,23.4,27.3,8.5,13.0,33.2,29.3,6.5,0.0,2.8,2.6,8.9,15.0,1.8,16.1,3.7,23.6,3.4,3.9,25.8,34.5,100.0,8.5,2.4,17.4,17.1,6.0,29.7,6.9,9.9,31.3,4.6,8.0,15.0,14.8,26.5
66,Punctuality and Coverage of Public Transportation ,33.4,22.3,24.7,24.7,32.8,20.1,22.3,19.2,27.2,31.5,35.0,35.8,17.5,36.5,17.3,16.6,38.6,12.0,34.2,22.8,29.2,29.4,0.0,41.9,46.8,35.9,27.7,21.7,37.7,31.2,35.3,28.9,23.3,32.3,50.0,23.5,27.6,36.4,17.1,14.7
67,Commuting Convenience,34.0,15.0,27.5,9.8,33.1,33.2,18.1,6.4,22.9,33.4,28.8,46.1,33.4,35.1,0.0,5.9,38.7,16.7,19.0,2.5,28.6,4.0,13.8,43.3,35.4,27.0,26.8,0.4,32.5,23.6,50.0,30.0,24.5,26.6,36.2,18.3,22.5,34.2,17.8,35.2
68,Travel Time between Inner-city Areas and International Airports,88.2,74.1,80.0,76.5,74.6,100.0,85.9,55.9,52.9,88.2,92.9,92.9,98.8,77.6,63.8,72.9,77.8,64.7,90.0,70.6,66.7,68.0,0.0,53.2,65.9,51.9,64.7,35.3,57.6,63.4,70.6,82.4,90.6,43.8,64.7,70.6,75.3,87.1,47.1,94.1
69,Transportation Fatalities per Population,73.6,65.9,73.9,54.5,89.3,70.3,79.0,17.5,50.9,60.1,73.7,81.6,57.4,81.5,80.7,100.0,80.8,40.0,79.5,60.5,58.9,23.9,45.1,64.2,81.2,75.3,59.7,0.0,60.4,61.2,72.0,60.0,84.0,68.3,87.6,82.7,79.2,90.0,68.4,75.2
70,Taxi Fare,45.9,96.4,67.7,92.2,66.1,66.8,48.2,100.0,59.9,42.3,46.3,36.4,4.2,90.9,72.8,96.5,21.5,14.1,57.1,92.3,44.1,57.2,99.0,74.5,35.5,71.2,64.6,80.5,93.0,92.2,90.8,15.6,69.9,89.5,27.4,56.9,56.9,42.5,71.0,0.0
